Match Number,Match Date,Venue,City,Toss Winner,Toss Decision,Innings,Batting Team,Bowling Team,Batter,Bowler,Over,Ball,Score
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Harpreet Brar,8,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Rohit Sharma,Harpreet Brar,8,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Rohit Sharma,Jamieson,9,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Rohit Sharma,Jamieson,9,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,9,3,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,9,4,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,9,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,9,6,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Rohit Sharma,Harpreet Brar,10,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Harpreet Brar,10,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Rohit Sharma,Harpreet Brar,10,3,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Tilak Varma,Harpreet Brar,10,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Tilak Varma,Harpreet Brar,10,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Harpreet Brar,10,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,11,1,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,11,2,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,11,3,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,11,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Tilak Varma,Vyshak,11,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Tilak Varma,Vyshak,11,5,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Vyshak,11,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Jansen,12,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Jansen,12,2,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Jansen,12,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jansen,12,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Jansen,12,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jansen,12,6,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jansen,12,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Vyshak,13,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Vyshak,13,2,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Jacks,Vyshak,13,3,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Vyshak,13,4,5w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Vyshak,13,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Vyshak,13,5,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Vyshak,13,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,13,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Harpreet Brar,14,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Harpreet Brar,14,2,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Harpreet Brar,14,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Harpreet Brar,14,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Harpreet Brar,14,5,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Harpreet Brar,14,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Arshdeep,15,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Arshdeep,15,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Arshdeep,15,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Arshdeep,15,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Arshdeep,15,5,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Arshdeep,15,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Jamieson,16,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Jamieson,16,2,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Jamieson,16,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,16,4,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,16,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Jamieson,16,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Jansen,17,1,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Hardik,Jansen,17,2,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jansen,17,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jansen,17,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jansen,17,5,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jansen,17,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jamieson,18,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jamieson,18,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,18,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jamieson,18,4,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Jamieson,18,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Jamieson,18,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Vyshak,19,1,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Vyshak,19,2,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Vyshak,19,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,19,4,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,19,5,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Vyshak,19,6,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Naman Dhir,Arshdeep,20,1,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Santner,Arshdeep,20,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Arshdeep,20,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Arshdeep,20,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Arshdeep,20,5,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,1,MI,PBKS,Suryakumar,Arshdeep,20,6,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,1,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,1,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Boult,1,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Boult,1,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Boult,1,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,1,6,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,2,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,2,2,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,2,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,2,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,2,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,2,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,3,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,3,2,1lb
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Boult,3,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,3,4,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,3,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,3,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,4,1,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,4,2,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,4,3,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Chahar,4,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Chahar,4,5,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Chahar,4,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Chahar,4,6,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Bumrah,5,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Prabhsimran,Bumrah,5,2,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,5,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,5,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,5,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,5,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Chahar,6,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Chahar,6,2,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Chahar,6,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Chahar,6,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Chahar,6,5,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Chahar,6,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Santner,7,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Santner,7,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,7,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,7,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,7,5,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,7,6,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,7,6,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,8,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,8,2,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,8,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Hardik,8,4,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Hardik,8,5,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Hardik,8,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,9,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Santner,9,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,9,3,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,9,4,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,9,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Santner,9,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,9,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Bumrah,10,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Bumrah,10,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,10,3,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,10,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,10,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,10,6,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Ashwani Kumar,11,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Ashwani Kumar,11,2,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Ashwani Kumar,11,3,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Ashwani Kumar,11,4,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Ashwani Kumar,11,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Ashwani Kumar,11,6,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Ashwani Kumar,11,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,12,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Hardik,12,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,12,3,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Hardik,12,4,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Hardik,12,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,12,5,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Hardik,12,6,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,13,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,13,2,1lb
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Bumrah,13,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Bumrah,13,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Bumrah,13,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Bumrah,13,6,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Boult,14,1,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Boult,14,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,14,3,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,14,4,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Boult,14,5,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Boult,14,6,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Arya,Santner,15,1,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Santner,15,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,15,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,15,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Santner,15,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Santner,15,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Jacks,16,1,2w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Jacks,16,1,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Jacks,16,2,1b
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Jacks,16,3,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Jacks,16,4,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Jacks,16,5,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Jacks,16,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Bumrah,17,1,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Bumrah,17,2,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,17,3,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Bumrah,17,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Bumrah,17,5,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Bumrah,17,6,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Santner,18,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,18,2,4
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,18,3,1w
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Inglis,Santner,18,3,W
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Wadhera,Santner,18,4,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Santner,18,5,2
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Santner,18,6,6
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Wadhera,Boult,19,1,1
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Boult,19,2,•
69th Match,26 May 2025,Sawai Mansingh Stadium,Jaipur,PBKS,field,2,PBKS,MI,Shreyas Iyer,Boult,19,3,6
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Salt,Akash Singh,1,1,4
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Salt,Akash Singh,1,2,1
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Kohli,Akash Singh,1,3,•
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Kohli,Akash Singh,1,4,•
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Kohli,Akash Singh,1,5,•
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Kohli,Akash Singh,1,6,4
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Salt,O'Rourke,2,1,4
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Salt,O'Rourke,2,2,1
70th Match,27 May 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,RCB,field,2,RCB,LSG,Kohli,O'Rourke,2,3,4
